longitude,latitude,name,amenity,zipcode,zip_distance_km
-117.16592,34.0324096,Kimberly Elementary School,school,92373,1.561228741699903
-117.1401857,34.0589973,Crafton Elementary School,school,92374,2.5764488175902587
-117.1301622,34.0607718,Redlands East Valley High School,school,92359,2.456722495639436
-117.1925135,34.0603745,Orangewood High School,school,92375,1.0643262610683362
-122.4242671,37.8042699,Galileo Academy of Science and Technology,school,94123,0.9988497529240565
-122.5123927,37.9704784,San Rafael High School,school,94901,0.22587343084010758
-122.2710573,37.8671093,Berkeley High School,school,94712,0.5197455181139412
-122.5350304,37.9758352,Marin Academy,school,94912,0.43140790909595006
-118.1287846,34.0919355,Alhambra High School,school,91801,0.07614532808544694
-122.2733461,37.8663093,Washington Elementary School,school,94703,0.3924467867963141
-118.462641,34.2349593,Valor Academy Middle School,school,91343,1.2233618310145142
-118.4609953,34.2771955,Bishop Alemany High School,school,91345,1.7138103133927318
-122.2949374,37.8978486,Albany Middle School,school,94706,0.8736680353541056
-122.6380068,38.464817,Austin Creek Elementary,school,95409,0.6346498799055601
-119.5687312,36.0954088,Bret Harte Elementary School,school,93212,1.2255940883475573
-119.5698063,36.0962649,Corcoran High School,school,93212,1.3595931580579557
-122.687729,38.4482291,St. Eugene's Elementary School,school,95405,1.6910303909141788
-118.2651671,33.9304137,Alliance Jack H. Skirball Middle School,school,90061,0.8858162666091836
-117.7953764,33.6845335,Lakeside Middle School,school,92604,0.9928476709852413
-117.1766355,34.0453471,Kingsbury Elementary School,school,92373,0.7173587528399749
-117.1872849,34.0490007,McKinley Elementary,school,92375,0.8560375148647426
-122.156352,37.4221548,Bing Nursery School,school,94305,0.5156139426834869
-117.8064994,33.6784195,Woodbridge High School,school,92623,1.843262673572438
-118.2614421,33.8945914,St. Albert the Great Elementary School,school,90248,2.854481366068539
-118.6557677,34.4932564,Castaic High School,school,91384,3.020656309529434
-122.6826231,38.3414174,Rancho Cotate High School,school,94928,1.1777688904286685
-119.6527445,36.7826026,,school,93707,4.18989552979893
-119.2905168,35.4947442,Proposed School Site - RLSD,school,93263,0.9758236489256417
-118.0398072,34.0834087,Rio Vista Elementary School,school,91731,0.5400966913703898
-118.4118347,34.1392674,Harvard-Westlake Upper School,school,91614,1.7517016444568145
-120.0983724,36.208581,Huron Elementary School,school,93234,3.187820308388998
-121.3550938,38.7117498,Antelope High School,school,95843,0.9602942546946373
-122.639004,41.7404463,Yreka High School,school,96097,2.2098812452567858
-117.3358826,34.0707814,Colton High School,school,92313,4.904135147430842
-121.391148,38.7700245,Westbrook Elementary School,school,95747,4.677105966323312
-117.3539809,34.4333205,Topaz Preparatory Academy,school,92345,4.880954890255041
-117.3015408,34.4352202,Pathways to College,school,92340,0.982520790722682
-121.8927241,37.3398751,Hillbrook School San José Campus,school,95025,0.20802304349374898
-121.8925538,37.3399534,Hillbrook Upper School,school,95025,0.2248429855540738
-117.7349442,33.5762834,,school,92656,2.535666980123294
-117.7039136,33.6958718,Loma Ridge Elementary School,school,92618,1.2892310069836272
-117.7114305,33.694264,Portola Springs Elementary School,school,92618,1.5635655302033018
-117.6932264,33.5956078,Lomarena Elementary School,school,92653,0.661206225353575
-122.2042122,37.8088847,Head-Royce School,school,94602,1.0221698137162745
-122.4915508,37.918691,Marin Country Day School,school,94925,1.940956920977769
-117.3294664,34.5044416,Victorville Head Start,school,92395,3.2288187768830268
-121.5058033,38.5404209,Holy Spirit Parish School,school,95818,2.1391992476204793
-120.5686408,37.300543,McSwain Elementary School,school,95301,6.167331706874346
-117.3724041,33.1976846,Oceanside High School,school,92049,0.6894302926527681
-117.7810715,33.7032851,Irvine High School,school,92604,1.5798917881563017
-121.0073077,37.6306463,Modesto High School,school,95351,1.2260183743689643
